"line_no","round","category","event","numeric_index","numeric_value","sanitized_text"
"196","8","training","t   8: train_loss = 31780.356, test_acc = 10.000","3","10.000","t   8: train_loss = 31780.356, test_acc = 10.000"
"197","8","general","attack numbers = 8","1","8","attack numbers = 8"
"198","9","FiniteAudit","round=9 client_type=benign nonfinite_count=17","1","9","[FiniteAudit] round=9 client_type=benign nonfinite_count=17"
"198","9","FiniteAudit","round=9 client_type=benign nonfinite_count=17","2","17","[FiniteAudit] round=9 client_type=benign nonfinite_count=17"
"199","9","general","current iteration attack ratio: 0.32","1","0.32","current iteration attack ratio: 0.32"
"200","9","FiniteAudit","round=9 mos_skipped_due_to_nonfinite_benign=True","1","9","[FiniteAudit] round=9 mos_skipped_due_to_nonfinite_benign=True"
"201","9","FiniteAudit","round=9 client_type=malicious nonfinite_count=8","1","9","[FiniteAudit] round=9 client_type=malicious nonfinite_count=8"
"201","9","FiniteAudit","round=9 client_type=malicious nonfinite_count=8","2","8","[FiniteAudit] round=9 client_type=malicious nonfinite_count=8"
"202","9","FiniteAudit","round=9 global_pre_finite=True benign_updates_finite=False malicious_updates_finite=False attack_budget_output_finite=False aggregate_input_finite=False aggregate_output_finite=NA global_post_finite=NA first_bad_stage=benign_client_updates rejected=True rollback=True consecutive_rejected=1","1","9","[FiniteAudit] round=9 global_pre_finite=True benign_updates_finite=False malicious_updates_finite=False attack_budget_output_finite=False aggregate_input_finite=False aggregate_output_finite=NA global_post_finite=NA first_bad_stage=benign_client_updates rejected=True rollback=True consecutive_rejected=1"
"202","9","FiniteAudit","round=9 global_pre_finite=True benign_updates_finite=False malicious_updates_finite=False attack_budget_output_finite=False aggregate_input_finite=False aggregate_output_finite=NA global_post_finite=NA first_bad_stage=benign_client_updates rejected=True rollback=True consecutive_rejected=1","2","1","[FiniteAudit] round=9 global_pre_finite=True benign_updates_finite=False malicious_updates_finite=False attack_budget_output_finite=False aggregate_input_finite=False aggregate_output_finite=NA global_post_finite=NA first_bad_stage=benign_client_updates rejected=True rollback=True consecutive_rejected=1"
"203","9","training","t   9: train_loss = nan, test_acc = 9.910","1","9","t   9: train_loss = nan, test_acc = 9.910"
"203","9","training","t   9: train_loss = nan, test_acc = 9.910","2","nan","t   9: train_loss = nan, test_acc = 9.910"
"203","9","training","t   9: train_loss = nan, test_acc = 9.910","3","9.910","t   9: train_loss = nan, test_acc = 9.910"
"204","9","general","attack numbers = 8","1","8","attack numbers = 8"
"205","10","FiniteAudit","round=10 checkpoint_promoted_after_benign=True","1","10","[FiniteAudit] round=10 checkpoint_promoted_after_benign=True"
"206","10","general","current iteration attack ratio: 0.32","1","0.32","current iteration attack ratio: 0.32"
"207","10","MOS WARNING","CE logits contain NaN/Inf, using safe fallback","1","NaN","[MOS WARNING] CE logits contain NaN/Inf, using safe fallback"
"207","10","MOS WARNING","CE logits contain NaN/Inf, using safe fallback","2","Inf","[MOS WARNING] CE logits contain NaN/Inf, using safe fallback"
"208","10","MOS-Core","Total parameters: 11,183,582","1","11183582","[MOS-Core] Total parameters: 11,183,582"
"209","10","MOS-Core","Benign clients: 17","1","17","[MOS-Core] Benign clients: 17"
"210","10","MOS-Core","Malicious slots: 8","1","8","[MOS-Core] Malicious slots: 8"
"211","10","MOS-Core","Benign mean norm: 582813438967808.0000","1","582813438967808.0000","[MOS-Core] Benign mean norm: 582813438967808.0000"
"212","10","MOS-Core","Benign std (mean): 676116224.0000","1","676116224.0000","[MOS-Core] Benign std (mean): 676116224.0000"
"213","10","MOS-Core","ce_raw_norm=0.0","1","0.0","[MOS-Core] ce_raw_norm=0.0"
"214","10","MOS-Core","cw_raw_norm=0.0","1","0.0","[MOS-Core] cw_raw_norm=0.0"
"215","10","MOS-Core","ce_valid=False",,,"[MOS-Core] ce_valid=False"
"216","10","MOS-Core","cw_valid=False",,,"[MOS-Core] cw_valid=False"
"217","10","MOS-Core","ce_cw_cosine=nan","1","nan","[MOS-Core] ce_cw_cosine=nan"
"218","10","MOS-Core","combined_pre_norm=0.0","1","0.0","[MOS-Core] combined_pre_norm=0.0"
"219","10","MOS-Core","historical_direction_valid=True",,,"[MOS-Core] historical_direction_valid=True"
"220","10","MOS-Core","historical_direction_norm=808928434716672.0","1","808928434716672.0","[MOS-Core] historical_direction_norm=808928434716672.0"
"221","10","MOS-Core","guidance_history_cosine=0.9809229373931885","1","0.9809229373931885","[MOS-Core] guidance_history_cosine=0.9809229373931885"
"222","10","MOS-Core","guidance_source=cached_last_valid",,,"[MOS-Core] guidance_source=cached_last_valid"
"223","10","MOS-Core","guidance_fallback_used=True",,,"[MOS-Core] guidance_fallback_used=True"
"224","10","MOS-Core","final_guidance_norm=1.000000","1","1.000000","[MOS-Core] final_guidance_norm=1.000000"
"225","10","MOS-Core","Base radial threshold (q=0.95): 1380236193169408.0000","1","0.95","[MOS-Core] Base radial threshold (q=0.95): 1380236193169408.0000"
"225","10","MOS-Core","Base radial threshold (q=0.95): 1380236193169408.0000","2","1380236193169408.0000","[MOS-Core] Base radial threshold (q=0.95): 1380236193169408.0000"
"226","10","MOS-Core","Attack budget ratio: 1.0","1","1.0","[MOS-Core] Attack budget ratio: 1.0"
"227","10","MOS-Core","current_budget=1380236193169408.000000","1","1380236193169408.000000","[MOS-Core] current_budget=1380236193169408.000000"
"228","10","MOS-Core","current_budget_valid=True",,,"[MOS-Core] current_budget_valid=True"
"229","10","MOS-Core","Initializing constraints...",,,"[MOS-Core] Initializing constraints..."
"230","10","MOS-Core","Enabled constraints: Radial, Sign",,,"[MOS-Core] Enabled constraints: Radial, Sign"
"231","10","MOS-Core","Radial weight: 1.0","1","1.0","[MOS-Core] Radial weight: 1.0"
"232","10","MOS-Core","Sign weight: 0.5, layer_reduce: quantile","1","0.5","[MOS-Core] Sign weight: 0.5, layer_reduce: quantile"
"233","10","MOS-Core","Radial threshold: 1380236193169408.0000","1","1380236193169408.0000","[MOS-Core]   Radial threshold: 1380236193169408.0000"
"234","10","MOS-Core","Sign threshold: 2.1273","1","2.1273","[MOS-Core]   Sign threshold: 2.1273"
"235","10","MOS-Core","Initializing population (size=10)...","1","10","[MOS-Core] Initializing population (size=10)..."
"236","10","MOS-Core","constraint_mode=soft_select",,,"[MOS-Core] constraint_mode=soft_select"
"237","10","MOS-Core","alpha_feasible=0.000000 boundary_width=7.62939e-06 refinements=13 zero_reason=确认无非零可行点","1","0.000000","[MOS-Core] alpha_feasible=0.000000 boundary_width=7.62939e-06 refinements=13 zero_reason=确认无非零可行点"
"237","10","MOS-Core","alpha_feasible=0.000000 boundary_width=7.62939e-06 refinements=13 zero_reason=确认无非零可行点","2","7.62939e-06","[MOS-Core] alpha_feasible=0.000000 boundary_width=7.62939e-06 refinements=13 zero_reason=确认无非零可行点"
"237","10","MOS-Core","alpha_feasible=0.000000 boundary_width=7.62939e-06 refinements=13 zero_reason=确认无非零可行点","3","13","[MOS-Core] alpha_feasible=0.000000 boundary_width=7.62939e-06 refinements=13 zero_reason=确认无非零可行点"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","1","0.000000","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","2","0.000008","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","3","0","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","4","1","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","5","0","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","6","0","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","7","1","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","8","0","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","9","7.62939e-06","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","10","0.999992","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","11","0","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","12","9.43963e+07","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","13","1.05936e-08","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"238","10","MOS-Boundary","alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07","14","9.43963e+07","[MOS-Boundary] alpha_feasible=0.000000 alpha_infeasible=0.000008 limiting_constraint=sign left=radial=0=1=0|sign=0=1=0 right=radial=7.62939e-06=0.999992=0|sign=9.43963e+07=1.05936e-08=9.43963e+07"
"239","10","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","0.000000","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"239","10","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","2","0.000000","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"239","10","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","3","0.0","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"239","10","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","4","0.0","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"239","10","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","5","0.0","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"239","10","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","6","0.0","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"239","10","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","7","0.0","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"239","10","MOS-Core","adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","8","0.0","[MOS-Core] adaptive_guided_init=True alpha_feasible=0.000000 alpha_init=0.000000 scales=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"240","10","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","1","6","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"240","10","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","2","0.0","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"240","10","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","3","0.0","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"240","10","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","4","0.0","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"240","10","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","5","0.0","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"240","10","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","6","0.0","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"240","10","MOS-Core","Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","7","0.0","[MOS-Core] Generated 6 scale-based seeds: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"241","10","MOS-Core","Historical seed injected at position 3","1","3","[MOS-Core] Historical seed injected at position 3"
"242","10","MOS-Core","historical_raw_norm=808928434716672.000000","1","808928434716672.000000","[MOS-Core] historical_raw_norm=808928434716672.000000"
"243","10","MOS-Core","historical_direction_norm=1.000000","1","1.000000","[MOS-Core] historical_direction_norm=1.000000"
"244","10","MOS-Core","historical_seed_target_scale=690118096584704.000000","1","690118096584704.000000","[MOS-Core] historical_seed_target_scale=690118096584704.000000"
"245","10","MOS-Core","historical_seed_final_norm=690118163693568.000000","1","690118163693568.000000","[MOS-Core] historical_seed_final_norm=690118163693568.000000"
"246","10","MOS-Core","Generated 4 random candidates (noise_scale=0.1)","1","4","[MOS-Core] Generated 4 random candidates (noise_scale=0.1)"
"246","10","MOS-Core","Generated 4 random candidates (noise_scale=0.1)","2","0.1","[MOS-Core] Generated 4 random candidates (noise_scale=0.1)"
"247","10","MOS-Core","Initial population norms: min=0.0000, mean=310085632917504.0000, max=1183287246585856.0000","1","0.0000","[MOS-Core] Initial population norms: min=0.0000, mean=310085632917504.0000, max=1183287246585856.0000"
"247","10","MOS-Core","Initial population norms: min=0.0000, mean=310085632917504.0000, max=1183287246585856.0000","2","310085632917504.0000","[MOS-Core] Initial population norms: min=0.0000, mean=310085632917504.0000, max=1183287246585856.0000"
"247","10","MOS-Core","Initial population norms: min=0.0000, mean=310085632917504.0000, max=1183287246585856.0000","3","1183287246585856.0000","[MOS-Core] Initial population norms: min=0.0000, mean=310085632917504.0000, max=1183287246585856.0000"
"248","10","MOS-Core","Budget ratios: min=0.0000, mean=0.2247, max=0.8573","1","0.0000","[MOS-Core] Budget ratios: min=0.0000, mean=0.2247, max=0.8573"
"248","10","MOS-Core","Budget ratios: min=0.0000, mean=0.2247, max=0.8573","2","0.2247","[MOS-Core] Budget ratios: min=0.0000, mean=0.2247, max=0.8573"
"248","10","MOS-Core","Budget ratios: min=0.0000, mean=0.2247, max=0.8573","3","0.8573","[MOS-Core] Budget ratios: min=0.0000, mean=0.2247, max=0.8573"
"249","10","MOS-Core","Clipped ratio: 0.00%","1","0.00","[MOS-Core] Clipped ratio: 0.00%"
"250","10","MOS-Core","Historical seed used: True",,,"[MOS-Core] Historical seed used: True"
"251","10","MOS-Core","Starting NSGA-II evolution...",,,"[MOS-Core] Starting NSGA-II evolution..."
"252","10","MOS-Core","Generations: 100","1","100","[MOS-Core] Generations: 100"
"253","10","MOS-Core","Population size: 10","1","10","[MOS-Core] Population size: 10"
"254","10","MOS-Core","SBX eta: 15.0, crossover_prob: 0.9","1","15.0","[MOS-Core] SBX eta: 15.0, crossover_prob: 0.9"
"254","10","MOS-Core","SBX eta: 15.0, crossover_prob: 0.9","2","0.9","[MOS-Core] SBX eta: 15.0, crossover_prob: 0.9"
"255","10","MOS-Core","Mutation scale: 0.05","1","0.05","[MOS-Core] Mutation scale: 0.05"
"256","10","MOS-Core","Gen 1/100:","1","1","[MOS-Core] Gen 1/100:"
"256","10","MOS-Core","Gen 1/100:","2","100","[MOS-Core] Gen 1/100:"
"257","10","general","Stealth: mean=0.643, best=1.000","1","0.643","Stealth: mean=0.643, best=1.000"
"257","10","general","Stealth: mean=0.643, best=1.000","2","1.000","Stealth: mean=0.643, best=1.000"
"258","10","general","Destructiveness: mean=390822394593280.000, best=1179845904039936.000","1","390822394593280.000","Destructiveness: mean=390822394593280.000, best=1179845904039936.000"
"258","10","general","Destructiveness: mean=390822394593280.000, best=1179845904039936.000","2","1179845904039936.000","Destructiveness: mean=390822394593280.000, best=1179845904039936.000"
"259","10","general","CV: mean=1768256569344.0000, min=0.0000","1","1768256569344.0000","CV: mean=1768256569344.0000, min=0.0000"
"259","10","general","CV: mean=1768256569344.0000, min=0.0000","2","0.0000","CV: mean=1768256569344.0000, min=0.0000"
"260","10","general","Feasibility: count=3, ratio=30.00%","1","3","Feasibility: count=3, ratio=30.00%"
"260","10","general","Feasibility: count=3, ratio=30.00%","2","30.00","Feasibility: count=3, ratio=30.00%"
"261","10","general","Max feasible destruct: 0.092","1","0.092","Max feasible destruct: 0.092"
"262","10","general","Pareto front size: 10","1","10","Pareto front size: 10"
"263","10","general","Budget ratio: mean=0.294, max=0.859","1","0.294","Budget ratio: mean=0.294, max=0.859"
"263","10","general","Budget ratio: mean=0.294, max=0.859","2","0.859","Budget ratio: mean=0.294, max=0.859"
"264","10","general","Radial: mean_ratio=0.294, max_ratio=0.859, mean_score=0.815","1","0.294","Radial: mean_ratio=0.294, max_ratio=0.859, mean_score=0.815"
"264","10","general","Radial: mean_ratio=0.294, max_ratio=0.859, mean_score=0.815","2","0.859","Radial: mean_ratio=0.294, max_ratio=0.859, mean_score=0.815"
"264","10","general","Radial: mean_ratio=0.294, max_ratio=0.859, mean_score=0.815","3","0.815","Radial: mean_ratio=0.294, max_ratio=0.859, mean_score=0.815"
"265","10","general","Sign: mean_ratio=3536513138688.000, max_ratio=10614203219968.000, mean_score=0.299","1","3536513138688.000","Sign: mean_ratio=3536513138688.000, max_ratio=10614203219968.000, mean_score=0.299"
"265","10","general","Sign: mean_ratio=3536513138688.000, max_ratio=10614203219968.000, mean_score=0.299","2","10614203219968.000","Sign: mean_ratio=3536513138688.000, max_ratio=10614203219968.000, mean_score=0.299"
"265","10","general","Sign: mean_ratio=3536513138688.000, max_ratio=10614203219968.000, mean_score=0.299","3","0.299","Sign: mean_ratio=3536513138688.000, max_ratio=10614203219968.000, mean_score=0.299"
"266","10","MOS-Core","Gen 10/100:","1","10","[MOS-Core] Gen 10/100:"
"266","10","MOS-Core","Gen 10/100:","2","100","[MOS-Core] Gen 10/100:"
"267","10","general","Stealth: mean=0.577, best=1.000","1","0.577","Stealth: mean=0.577, best=1.000"
"267","10","general","Stealth: mean=0.577, best=1.000","2","1.000","Stealth: mean=0.577, best=1.000"
"268","10","general","Destructiveness: mean=489981680287744.000, best=1215741093216256.000","1","489981680287744.000","Destructiveness: mean=489981680287744.000, best=1215741093216256.000"
"268","10","general","Destructiveness: mean=489981680287744.000, best=1215741093216256.000","2","1215741093216256.000","Destructiveness: mean=489981680287744.000, best=1215741093216256.000"
"269","10","general","CV: mean=2192820928512.0000, min=0.0000","1","2192820928512.0000","CV: mean=2192820928512.0000, min=0.0000"
"269","10","general","CV: mean=2192820928512.0000, min=0.0000","2","0.0000","CV: mean=2192820928512.0000, min=0.0000"
"270","10","general","Feasibility: count=2, ratio=20.00%","1","2","Feasibility: count=2, ratio=20.00%"
"270","10","general","Feasibility: count=2, ratio=20.00%","2","20.00","Feasibility: count=2, ratio=20.00%"
"271","10","general","Max feasible destruct: 0.198","1","0.198","Max feasible destruct: 0.198"
"272","10","general","Pareto front size: 10","1","10","Pareto front size: 10"
"273","10","general","Budget ratio: mean=0.369, max=0.892","1","0.369","Budget ratio: mean=0.369, max=0.892"
"273","10","general","Budget ratio: mean=0.369, max=0.892","2","0.892","Budget ratio: mean=0.369, max=0.892"
"274","10","general","Radial: mean_ratio=0.369, max_ratio=0.892, mean_score=0.767","1","0.369","Radial: mean_ratio=0.369, max_ratio=0.892, mean_score=0.767"
"274","10","general","Radial: mean_ratio=0.369, max_ratio=0.892, mean_score=0.767","2","0.892","Radial: mean_ratio=0.369, max_ratio=0.892, mean_score=0.767"
"274","10","general","Radial: mean_ratio=0.369, max_ratio=0.892, mean_score=0.767","3","0.767","Radial: mean_ratio=0.369, max_ratio=0.892, mean_score=0.767"
"275","10","general","Sign: mean_ratio=4385641857024.000, max_ratio=10537072066560.000, mean_score=0.199","1","4385641857024.000","Sign: mean_ratio=4385641857024.000, max_ratio=10537072066560.000, mean_score=0.199"
"275","10","general","Sign: mean_ratio=4385641857024.000, max_ratio=10537072066560.000, mean_score=0.199","2","10537072066560.000","Sign: mean_ratio=4385641857024.000, max_ratio=10537072066560.000, mean_score=0.199"
"275","10","general","Sign: mean_ratio=4385641857024.000, max_ratio=10537072066560.000, mean_score=0.199","3","0.199","Sign: mean_ratio=4385641857024.000, max_ratio=10537072066560.000, mean_score=0.199"
"276","10","MOS-Core","Gen 20/100:","1","20","[MOS-Core] Gen 20/100:"
"276","10","MOS-Core","Gen 20/100:","2","100","[MOS-Core] Gen 20/100:"
"277","10","general","Stealth: mean=0.582, best=1.000","1","0.582","Stealth: mean=0.582, best=1.000"
"277","10","general","Stealth: mean=0.582, best=1.000","2","1.000","Stealth: mean=0.582, best=1.000"
"278","10","general","Destructiveness: mean=468367760687104.000, best=1243720791883776.000","1","468367760687104.000","Destructiveness: mean=468367760687104.000, best=1243720791883776.000"
"278","10","general","Destructiveness: mean=468367760687104.000, best=1243720791883776.000","2","1243720791883776.000","Destructiveness: mean=468367760687104.000, best=1243720791883776.000"
"279","10","general","CV: mean=2097730420736.0000, min=0.0000","1","2097730420736.0000","CV: mean=2097730420736.0000, min=0.0000"
"279","10","general","CV: mean=2097730420736.0000, min=0.0000","2","0.0000","CV: mean=2097730420736.0000, min=0.0000"
"280","10","general","Feasibility: count=2, ratio=20.00%","1","2","Feasibility: count=2, ratio=20.00%"
"280","10","general","Feasibility: count=2, ratio=20.00%","2","20.00","Feasibility: count=2, ratio=20.00%"
"281","10","general","Max feasible destruct: 0.218","1","0.218","Max feasible destruct: 0.218"
"282","10","general","Pareto front size: 10","1","10","Pareto front size: 10"
"283","10","general","Budget ratio: mean=0.359, max=0.918","1","0.359","Budget ratio: mean=0.359, max=0.918"
"283","10","general","Budget ratio: mean=0.359, max=0.918","2","0.918","Budget ratio: mean=0.359, max=0.918"
"284","10","general","Radial: mean_ratio=0.359, max_ratio=0.918, mean_score=0.774","1","0.359","Radial: mean_ratio=0.359, max_ratio=0.918, mean_score=0.774"
"284","10","general","Radial: mean_ratio=0.359, max_ratio=0.918, mean_score=0.774","2","0.918","Radial: mean_ratio=0.359, max_ratio=0.918, mean_score=0.774"
